CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Churn Value,Churn Score,CLTV,ingestion_date
7026-YMSBE,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,59,3302,4/1/2025
6997-UVGOX,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,44,5394,4/1/2025
9674-EHPPG,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),0,44,2519,4/1/2025
5440-VHLUL,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,47,6247,4/1/2025
5781-BKHOP,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),0,20,6380,4/1/2025
5213-TWWJU,1,United States,California,Richmond,94804,"37.921034, -122.341798",37.921034,-122.341798,Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,0,66,2448,4/1/2025
8628-MFKAX,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,68,5098,4/1/2025
7629-WIXZF,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,0,29,4770,4/1/2025
5445-GLVOT,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,29,4667,4/1/2025
3976-HXHCE,1,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,42,4722,4/1/2025
2466-NEJOJ,1,United States,California,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,38,4535,4/1/2025
0254-KCJGT,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,64,4628,4/1/2025
5472-CVMDX,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,0,45,5278,4/1/2025
6461-SZMCV,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,71,4278,4/1/2025
8150-QUDFX,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,64,3300,4/1/2025
9508-ILZDG,1,United States,California,Dillon Beach,94929,"38.24458, -122.956268",38.24458,-122.956268,Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,32,5425,4/1/2025
2346-DJQTB,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873,Female,No,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,75,5097,4/1/2025
1697-LYYYX,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,57,4376,4/1/2025
1942-OQFRW,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,61,2785,4/1/2025
9640-ZSLDC,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),0,38,4854,4/1/2025
4231-LZUYM,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,22,5613,4/1/2025
6128-AQBMT,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,Male,Yes,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,46,3920,4/1/2025
3594-BDSOA,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,79,3071,4/1/2025
5133-VRSAB,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209,-122.775567,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0,59,5369,4/1/2025
5996-DAOQL,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,80,2184,4/1/2025
6838-YAUVY,1,United States,California,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77872,Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0,67,4825,4/1/2025
0484-JPBRU,1,United States,California,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,Male,No,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,40,3461,4/1/2025
7883-ROJOC,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,Female,No,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,76,5842,4/1/2025
0244-LGNFY,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,75,6342,4/1/2025
7274-CGTOD,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.00474,-122.663717,Male,No,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0,58,5254,4/1/2025
4295-YURET,1,United States,California,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642,Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,79,6357,4/1/2025
4635-EJYPD,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,49,4735,4/1/2025
1866-ZSLJM,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,75,5654,4/1/2025
4636-TVXVG,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,32,4803,4/1/2025
4236-UJPWO,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,54,5786,4/1/2025
9392-XBGTD,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,56,2924,4/1/2025
6402-SSEJG,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,Female,No,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,0,76,3695,4/1/2025
1169-SAOCL,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,27,5154,4/1/2025
1110-KYLGQ,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689,-121.954567,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0,39,5331,4/1/2025
9929-PLVPA,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,65,4929,4/1/2025
3518-PZXZQ,1,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0,37,2849,4/1/2025
2371-JUNGC,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,33,4032,4/1/2025
7693-QPEFS,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,72,4368,4/1/2025
0924-BJCRC,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0,44,4340,4/1/2025
5074-FBGHB,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,80,6443,4/1/2025
2351-BKRZW,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955,Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0,23,3976,4/1/2025
4455-BFSPD,1,United States,California,Hollister,95023,"36.875409, -121.279679",36.875409,-121.279679,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0,79,5177,4/1/2025
3948-KXDUF,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.945611,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0,60,5454,4/1/2025
2323-ARSVR,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,67,6103,4/1/2025
0815-MFZGM,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,76,4545,4/1/2025
5480-XTFFL,1,United States,California,Mount Hermon,95041,"37.051166, -122.056194",37.051166,-122.056194,Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,24,5225,4/1/2025
8295-FHIVV,1,United States,California,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,56,5873,4/1/2025
9086-YJYXS,1,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0,58,3997,4/1/2025
1179-INLAT,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,32,2787,4/1/2025
7909-FIOIY,1,United States,California,Santa Clara,95051,"37.348129, -121.98469",37.348129,-121.98469,Female,No,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,39,2958,4/1/2025
6351-SCJKT,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,0,46,5534,4/1/2025
5468-BPMMO,1,United States,California,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,59,5092,4/1/2025
0197-PNKNK,1,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),0,49,5629,4/1/2025
2439-QKJUL,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,44,5064,4/1/2025
1194-SPVSP,1,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,79,3625,4/1/2025
9534-NSXEM,1,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931654,-121.752383,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,79,2194,4/1/2025
8929-KSWIH,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673,Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,23,3847,4/1/2025
2250-IVBWA,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,48,5168,4/1/2025
1810-MVMAI,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0,33,4104,4/1/2025
9506-UXUSK,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,30,4599,4/1/2025
1229-RCALF,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,45,5189,4/1/2025
3572-UOLYZ,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0,39,5756,4/1/2025
1429-UYJSV,1,United States,California,San Jose,95119,"37.233226, -121.78809",37.233226,-121.78809,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,62,3423,4/1/2025
6366-XIVKZ,1,United States,California,San Jose,95122,"37.32886, -121.834567",37.32886,-121.834567,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0,46,5916,4/1/2025
3470-OBUET,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375,Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0,35,4188,4/1/2025
2770-NSVDG,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,Male,No,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0,33,4636,4/1/2025
9375-MHRRS,1,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926,-121.894763,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0,34,3929,4/1/2025
4860-YZGZM,1,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.936285,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,63,2706,4/1/2025
6599-GZWCM,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,0,40,4172,4/1/2025
5533-NHFRF,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,Male,Yes,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0,77,3410,4/1/2025
7037-MTYVW,1,United States,California,San Jose,95133,"37.371862, -121.860349",37.371862,-121.860349,Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,51,5292,4/1/2025
4760-THGOT,1,United States,California,San Jose,95134,"37.42765, -121.945416",37.42765,-121.945416,Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,71,4392,4/1/2025
4016-BJKTZ,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0,80,4398,4/1/2025
6584-VQMYT,1,United States,California,San Jose,95138,"37.246064, -121.749494",37.246064,-121.749494,Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,0,42,5978,4/1/2025
9838-BFCQT,1,United States,California,San Jose,95139,"37.218705, -121.762429",37.218705,-121.762429,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,41,5475,4/1/2025
2790-XUYMV,1,United States,California,Mount Hamilton,95140,"37.382909, -121.634151",37.382909,-121.634151,Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),0,48,4777,4/1/2025
0581-MDMPW,1,United States,California,San Jose,95148,"37.339533, -121.777179",37.339533,-121.777179,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0,37,5557,4/1/2025
1023-BQXZE,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,71,5548,4/1/2025
9163-GHAYE,1,United States,California,Stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,62,5584,4/1/2025
3904-UKFRE,1,United States,California,Stockton,95205,"37.965695, -121.260051",37.965695,-121.260051,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,67,2333,4/1/2025
5353-WILCI,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,47,4468,4/1/2025
0058-EVZWM,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0,42,5875,4/1/2025
7009-PCARS,1,United States,California,Stockton,95215,"37.946282, -121.139499",37.946282,-121.139499,Male,No,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,66,4391,4/1/2025
0519-DRGTI,1,United States,California,Stockton,95219,"38.029729, -121.387999",38.029729,-121.387999,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,49,2522,4/1/2025
1017-FBQMM,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,69,6361,4/1/2025
1985-MBRYP,1,United States,California,Arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,Female,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,41,3678,4/1/2025
9372-TXXPS,1,United States,California,Burson,95225,"38.183918, -120.898817",38.183918,-120.898817,Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),0,54,4029,4/1/2025
3259-QMXUN,1,United States,California,Campo Seco,95226,"38.233879, -120.861666",38.233879,-120.861666,Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0,33,5666,4/1/2025
1015-JPFYW,1,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789,Male,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,29,5084,4/1/2025
6645-MXQJT,1,United States,California,Copperopolis,95228,"37.943954, -120.67108",37.943954,-120.67108,Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0,43,5745,4/1/2025
4360-QRAVE,1,United States,California,Farmington,95230,"37.956963, -120.863055",37.956963,-120.863055,Male,Yes,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0,72,2494,4/1/2025
8433-WPJTV,1,United States,California,French Camp,95231,"37.873283, -121.292034",37.873283,-121.292034,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,75,5669,4/1/2025
5804-JMYIO,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Female,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,61,3944,4/1/2025
6484-LATFU,1,United States,California,Linden,95236,"38.047746, -121.030499",38.047746,-121.030499,Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,31,6042,4/1/2025
7599-NTMDP,1,United States,California,Lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,Female,No,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),0,26,5453,4/1/2025
0536-ACXIP,1,United States,California,Lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0,53,6452,4/1/2025
0936-NQLJU,1,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,-120.592431,Female,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,79,5062,4/1/2025
1575-KRZZE,1,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,74,4042,4/1/2025
3251-YMVWZ,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,20,4865,4/1/2025
4884-LEVMQ,1,United States,California,Valley Springs,95252,"38.156971, -120.849231",38.156971,-120.849231,Male,No,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,80,2165,4/1/2025
8857-CUPFQ,1,United States,California,Wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,Male,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,20,4538,4/1/2025
7610-TVOPG,1,United States,California,West Point,95255,"38.41935, -120.469545",38.41935,-120.469545,Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0,73,2723,4/1/2025
3638-DIMPH,1,United States,California,Wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,0,40,4369,4/1/2025
1845-ZLLIG,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0,50,4014,4/1/2025
8559-WNQZS,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,27,5925,4/1/2025
1699-UOTXU,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Male,No,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,0,40,6209,4/1/2025
0635-WKOLD,1,United States,California,Ceres,95307,"37.553469, -120.952825",37.553469,-120.952825,Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),0,32,5507,4/1/2025
